county,year,population,total_cases_annual,avg_tmean_annual,total_ppt_annual
SAN JOAQUIN,2007,671429,48,16.13738362291307,226.62048540457724
SAN JOAQUIN,2008,680000,36,16.034253559121684,272.80178392111657
SAN JOAQUIN,2009,682927,24,16.05032429521568,323.3009271290629
SAN JOAQUIN,2010,687500,60,15.482544172769305,509.2935255676559
SAN JOAQUIN,2011,693750,108,14.971683732394514,314.5628510926262
SAN JOAQUIN,2012,701923,72,15.899367155014783,384.8354093236417
SAN JOAQUIN,2013,708333,48,15.855475297376113,137.23061719421167
SAN JOAQUIN,2014,717647,60,17.2233851179766,380.8713924992028
SAN JOAQUIN,2015,729323,96,16.98530110362846,186.83087928597936
SAN JOAQUIN,2016,740310,192,16.801731720052917,468.0126383852685
SAN JOAQUIN,2017,750000,204,16.84319173878637,496.3679088555207
SAN JOAQUIN,2018,758621,240,16.54211711837871,364.62207531440873
SAN JOAQUIN,2019,771350,276,16.581271746834574,447.87742871845734
SAN JOAQUIN,2020,779070,132,17.262608490227738,150.83806498603064
SAN JOAQUIN,2021,783784,120,16.640004910728486,390.98757230928004
SAN JOAQUIN,2022,781955,108,16.651503303726972,245.9913481296423
SAN JOAQUIN,2023,788288,348,16.208793588068293,525.809384318383
SAN LUIS OBISPO,2001,251397,48,14.381018003979744,620.4210237141792
SAN LUIS OBISPO,2002,254144,48,14.079383467706505,331.6607750624269
SAN LUIS OBISPO,2003,255639,72,14.860326482477971,314.9558911176844
SAN LUIS OBISPO,2004,258242,96,14.542192894479502,503.5590701054765
SAN LUIS OBISPO,2005,260116,96,14.648163859970904,498.7389551307473
SAN LUIS OBISPO,2006,261654,168,14.365404784967359,487.17996467827027
SAN LUIS OBISPO,2007,264331,84,14.277532707665854,202.90149027900875
SAN LUIS OBISPO,2008,266447,84,14.536514246521364,387.64947599174036
SAN LUIS OBISPO,2009,268041,72,14.439223802032101,354.1692462006568
SAN LUIS OBISPO,2010,269737,168,13.919086694717407,715.6967515383136
SAN LUIS OBISPO,2011,271722,168,13.945097012220373,447.7572264276369
SAN LUIS OBISPO,2012,274809,108,14.660094999460782,383.30851324621784
SAN LUIS OBISPO,2013,276042,48,14.860082557811829,93.20576075542645
SAN LUIS OBISPO,2014,278351,24,16.174581168354422,320.4721735996792
SAN LUIS OBISPO,2015,280172,60,15.994209749111231,199.9996368871125
SAN LUIS OBISPO,2016,281828,264,15.308720376180565,450.2331145716108
SAN LUIS OBISPO,2017,282134,444,15.731233675698727,571.2658079977068
SAN LUIS OBISPO,2018,283034,348,15.330774326255355,407.9948499580357
SAN LUIS OBISPO,2019,282700,264,14.585886959292463,662.0327820519835
SAN LUIS OBISPO,2020,282540,180,15.210369455641594,237.47747368414727
SAN LUIS OBISPO,2021,278583,168,14.758965707631504,480.6859544949033
SAN LUIS OBISPO,2022,279612,144,14.946011765567578,293.94739503312593
SAN LUIS OBISPO,2023,280992,240,14.434206586529092,849.2248514572926
SANTA BARBARA,2001,400000,12,14.663727591067184,678.4632288334628
SANTA BARBARA,2002,407407,12,14.484957731064455,331.92422797583623
SANTA BARBARA,2003,400000,12,15.244067759425551,352.7250507062478
SANTA BARBARA,2004,406250,12,14.984900056212037,456.9760010129989
SANTA BARBARA,2005,409836,24,15.156167972235032,676.7942667128079
SANTA BARBARA,2006,412698,24,15.165384867309053,486.65871898027336
SANTA BARBARA,2007,421053,12,14.730619050470398,202.26520991384334
SANTA BARBARA,2008,423077,12,15.050484949791873,499.93626637157985
SANTA BARBARA,2009,418605,24,14.838864274231005,340.1757968347758
SANTA BARBARA,2010,423529,36,14.296995694254651,763.9154757806118
SANTA BARBARA,2011,422222,24,14.362179966252526,446.94041598952697
SANTA BARBARA,2012,428571,24,14.950568908158644,339.8810057113261
SANTA BARBARA,2013,433962,24,15.028914193680258,113.50066816427743
SANTA BARBARA,2014,441176,12,16.5252705194332,302.60703817036557
SANTA BARBARA,2015,438596,24,16.565830237703558,139.98755761705064
SANTA BARBARA,2016,442857,60,15.830424703197714,386.07110649302746
SANTA BARBARA,2017,445736,120,16.085455087232003,452.7826240874966
SANTA BARBARA,2018,447699,108,15.989742159843445,342.41666208053897
SANTA BARBARA,2019,449102,72,15.430934804825135,665.4909500560295
SANTA BARBARA,2020,450000,60,16.040918013195935,274.4320121085671
SANTA BARBARA,2021,440000,72,15.236969613734587,416.25099444743927
SANTA BARBARA,2022,440860,36,15.631335490279728,251.71859395720443
SANTA BARBARA,2023,446701,84,14.876754698562033,898.6307476767404
SANTA CRUZ,2001,250000,0,13.365733820459116,934.2351377589387
SANTA CRUZ,2002,250000,0,13.188115468347707,710.8249779557999
SANTA CRUZ,2005,250000,0,13.816107144102382,969.333977997766
SANTA CRUZ,2006,250000,0,13.374585777665105,870.7628813107622
SANTA CRUZ,2007,250000,0,13.161282361417577,396.2215756688385
SANTA CRUZ,2008,250000,0,13.356792754597134,622.8967132543708
SANTA CRUZ,2009,272727,0,13.402709871098615,705.694039320785
SANTA CRUZ,2010,263158,0,13.089961645107914,1009.0014098308678
SANTA CRUZ,2011,272727,0,12.955459584936428,702.0765895313822
SANTA CRUZ,2012,270270,12,13.074832268959081,855.6234430854918
SANTA CRUZ,2013,277778,0,13.298376091436488,127.34161597831802
SANTA CRUZ,2014,272727,0,14.696947381116342,774.7426014368043
SANTA CRUZ,2015,250000,0,14.666971105884238,408.4486123233437
SANTA CRUZ,2016,272727,12,14.331210050030032,1005.6343562984869
SANTA CRUZ,2017,272727,12,14.422237140544947,1142.4164577138447
SANTA CRUZ,2018,274510,12,13.948000404569838,638.0259897270441
SANTA CRUZ,2019,272727,24,14.120884728892413,1143.9343514565485
SANTA CRUZ,2020,272727,0,14.304169642176605,381.12820449324295
SANTA CRUZ,2021,261538,12,13.585701935533164,799.5995045198291
SANTA CRUZ,2022,264706,24,13.760664838523681,576.6119148921234
SANTA CRUZ,2023,265625,12,13.329733501309933,1114.181104861075
SISKIYOU,2005,45455,0,9.765122952676998,1148.0064255989273
SISKIYOU,2007,45455,0,9.859161459879639,630.9690908682533
SISKIYOU,2009,45455,0,9.955122528752932,686.5069823888692
SISKIYOU,2013,45455,0,10.201589585456531,337.27119114249945
SISKIYOU,2016,44444,0,10.528187830001116,1161.5151853978605
SISKIYOU,2017,44444,0,10.33038104661197,1040.8332934714854
SISKIYOU,2019,43478,0,9.862703080056235,977.0570209475991
SISKIYOU,2020,44444,0,10.845637154086338,453.5196128736716
SISKIYOU,2022,43478,0,10.524443950038403,528.9909800998867
SOLANO,2001,428571,0,15.808076963027318,629.104058908224
SOLANO,2004,500000,0,15.734805501699448,553.2040179159492
SOLANO,2005,400000,0,15.376844131946564,768.2905836778679
SOLANO,2006,407407,12,15.285475823879242,664.3957404668065
SOLANO,2007,400000,0,15.33751922170321,323.98638514173217
SOLANO,2008,407407,12,15.400609045823415,437.28514497844185
SOLANO,2009,400000,0,15.390743989547094,518.6209464070465
SOLANO,2010,416667,12,14.8280291112264,706.7680340623094
SOLANO,2011,416667,12,14.484083710511525,456.6493724800843
SOLANO,2012,421053,12,15.367180902957916,641.9729943197456
SOLANO,2013,428571,0,15.532522863149643,145.54743161760652
SOLANO,2014,416667,0,16.816635195414225,632.4741457210459
SOLANO,2015,431818,24,16.635041862328848,225.64064422462064
SOLANO,2016,444444,12,16.244039362668993,605.2972786616682
SOLANO,2017,450000,24,16.42595288157463,784.0062194019753
SOLANO,2018,447368,12,16.011590510209402,477.37281480021727
SOLANO,2019,453333,36,16.046755695740384,778.502658842278
SOLANO,2020,448980,24,16.857458826700846,183.08789598170756
SOLANO,2021,447368,36,16.35577033917109,575.1286042293218
SOLANO,2022,442623,24,16.404302652279537,302.07373207849236
SOLANO,2023,446154,24,15.521847788492838,754.6608718569938
STANISLAUS,2001,444444,0,16.811351292899676,391.9868417047446
STANISLAUS,2002,470588,12,16.295403401056927,267.8382228525783
STANISLAUS,2003,484848,12,16.634974541408674,252.3868710707185
STANISLAUS,2004,485714,12,16.39657867983693,298.8730089360466
STANISLAUS,2005,500000,12,16.45402893530471,386.99353581791627
STANISLAUS,2006,500000,24,16.431595962672006,371.63525167938946
STANISLAUS,2007,513514,24,16.49965978023552,172.49058236464148
STANISLAUS,2008,517241,12,16.555814630928495,247.08889318914567
STANISLAUS,2009,514286,24,16.491008599599205,284.6090518215042
STANISLAUS,2010,514851,48,15.897435729702314,468.71190177967736
STANISLAUS,2011,517857,60,15.480149586640653,326.8610355530433
STANISLAUS,2012,525424,60,16.497005728383858,360.54302569488897
STANISLAUS,2013,527027,36,16.431435426076252,119.03676196856395
STANISLAUS,2014,529412,36,17.78189871566636,331.7529298257634
STANISLAUS,2015,533333,48,17.521964363399004,202.70319443353108
STANISLAUS,2016,540000,84,17.725739430458773,413.0525042201792
STANISLAUS,2017,547085,120,17.72082220869405,361.27724629398494
STANISLAUS,2018,550725,72,17.203308766086895,318.2932075046535
STANISLAUS,2019,551020,84,17.07310700487523,396.51181517404774
STANISLAUS,2020,553719,72,17.59119698901971,156.61553620259383
STANISLAUS,2021,553459,84,17.113025455247787,371.5765355670516
STANISLAUS,2022,549180,72,17.019928827172233,220.440788686266
STANISLAUS,2023,547945,120,16.621870024573234,470.2046532009122
TEHAMA,2001,57143,0,16.80980043751853,802.6753691435773
TEHAMA,2012,62500,0,16.668812050705863,760.9678948679274
TEHAMA,2013,62500,0,17.040958237080346,185.66947761517537
TEHAMA,2014,62500,0,17.98923589502062,778.5111238964894
TEHAMA,2016,62500,0,17.265569422926223,911.4589235175933
TEHAMA,2018,66667,0,17.231100624515896,589.2302117123493
TEHAMA,2019,64516,0,16.80733724009423,984.3704559793529
TEHAMA,2020,65217,0,17.875187025183724,297.91101101523134
TEHAMA,2021,64516,0,17.483283533936454,553.6405456812562
TEHAMA,2022,66667,0,17.382579939705984,369.02989894933353
TEHAMA,2023,64516,0,16.404082272733962,833.7097766787878
TRINITY,2009,13699,0,10.936679706598321,1153.5943021820858
TRINITY,2018,15873,0,11.466801618536314,951.5236686915159
TULARE,2001,373737,72,17.48300169200055,355.8728683298263
TULARE,2002,381974,84,17.00344957763323,191.96300011463578
TULARE,2003,390710,144,17.478357578076206,232.97469802195903
TULARE,2004,400000,156,16.981455601100784,234.43528075197608
TULARE,2005,408497,120,16.914120836936927,305.4518338375551
TULARE,2006,416136,192,16.67103850805354,376.2476994922075
TULARE,2007,423645,168,16.6693206832271,165.07133027933986
TULARE,2008,431330,204,16.851016054382022,223.28077912288745
TULARE,2009,438697,228,16.756336331295156,201.15158578527874
TULARE,2010,441913,192,16.276635597969335,459.91576732968014
TULARE,2011,447917,132,15.962163161184987,235.665580121409
TULARE,2012,450581,156,17.250051581346003,245.52262320384298
TULARE,2013,453125,120,17.038511693525855,87.86329313210759
TULARE,2014,455696,108,18.509464411288018,201.13414444094295
TULARE,2015,459770,120,17.904272591243092,214.66329197860966
TULARE,2016,462107,252,17.88087215826735,275.22230818729173
TULARE,2017,465490,288,17.8909364260709,313.06601865826565
TULARE,2018,467320,288,17.65513890084711,219.80200334456975
TULARE,2019,470387,408,17.184870795675323,364.92746599536247
TULARE,2020,472669,288,17.752930282147958,170.7780097118879
TULARE,2021,474886,312,17.86798403920865,251.74784837725628
TULARE,2022,475155,312,17.64203795896765,188.18408743495797
TULARE,2023,476241,456,16.96322452742305,462.7289551679118
TUOLUMNE,2001,55556,0,13.864592653181818,978.5357402152795
TUOLUMNE,2002,55556,0,13.613177231461224,781.4155486326976
TUOLUMNE,2003,55556,0,13.881616390068773,809.5453174849088
TUOLUMNE,2004,56604,0,13.596700335059452,747.3025732828869
TUOLUMNE,2006,56604,0,13.422312860929027,1124.9849880275042
TUOLUMNE,2007,56604,0,13.6090130455516,592.7171582612274
TUOLUMNE,2009,55556,0,13.554792983457446,858.0478848148551
TUOLUMNE,2010,55556,0,12.704083147424239,1360.3251333786175
TUOLUMNE,2011,55556,0,12.562161670325118,863.8899735599342
TUOLUMNE,2012,54545,0,13.83285132188488,987.6628525086755
TUOLUMNE,2015,55556,0,14.582146538076577,636.7187505683739
TUOLUMNE,2016,55046,0,14.201725510018015,1014.7728816659252
TUOLUMNE,2017,55046,0,14.432309443476024,1321.3946090258576
TUOLUMNE,2018,55556,0,14.381858887823505,816.1291733819432
TUOLUMNE,2019,55556,0,13.552449175863767,1201.736584340205
TUOLUMNE,2020,55556,0,14.895109803105393,470.44494654652146
TUOLUMNE,2021,55556,0,14.844439061979452,791.9795350793913
TUOLUMNE,2022,54054,0,14.738906080524126,610.1359267565939
TUOLUMNE,2023,52632,0,13.54885277096872,1168.0241325249274
VENTURA,2001,777778,24,15.79801106200647,583.5060818021094
VENTURA,2002,769231,12,15.816458044018486,241.04499600050957
VENTURA,2003,796296,48,16.551483156819824,358.57213708745087
VENTURA,2004,792453,84,16.389013422649793,425.7100513463633
VENTURA,2005,787879,24,16.38145178209537,695.7521538015554
VENTURA,2006,805556,24,16.37746335947114,373.0562373699485
VENTURA,2007,802198,72,16.088740436488358,178.26213515430572
VENTURA,2008,810345,48,16.476050558964833,367.08949158235447
VENTURA,2009,822581,48,16.252504944591085,273.9298606262958
VENTURA,2010,820513,60,15.608329445806971,606.5497510379992
VENTURA,2011,829268,36,15.590234946321559,341.24696593241333
VENTURA,2012,841121,96,16.396853755811325,253.72890427177256
VENTURA,2013,847826,36,16.442796776534387,96.6213961117208
VENTURA,2014,840000,48,17.79578717507593,262.7544590957824
VENTURA,2015,857143,48,17.8486235053451,145.11186196408917
VENTURA,2016,855263,60,17.30612069652194,293.00201299845827
VENTURA,2017,850993,252,17.54001379475602,367.7903776973388
VENTURA,2018,849817,228,17.283794789507695,268.47580139874066
VENTURA,2019,846154,372,16.380174003896258,607.0705008100226
VENTURA,2020,844444,264,17.032672500273957,213.97326601517813
VENTURA,2021,839286,192,16.178132618125364,347.1947932136173
VENTURA,2022,828767,240,16.860528092956205,168.31935885377897
VENTURA,2023,824363,288,15.777520241140268,824.1668551455264
YOLO,2001,166667,0,16.771196406592363,600.441844411616
YOLO,2002,181818,0,16.24798613374338,450.98775989154603
YOLO,2003,181818,0,16.528518712745523,457.9033098127159
YOLO,2004,187500,0,16.52577392185259,484.49184869456474
YOLO,2005,200000,0,16.451340465425695,614.1878692917142
YOLO,2006,200000,0,16.32509264181245,479.0218085649441
YOLO,2007,200000,0,16.43347254489203,277.19582196320454
YOLO,2008,200000,0,16.33834253467104,409.6109214251216
YOLO,2009,200000,0,16.335824982925033,450.4587093974059
YOLO,2010,200000,0,15.854141791661581,636.2269908579868
YOLO,2011,200000,0,15.409656998496386,453.21784571208883
YOLO,2012,200000,0,16.413444414078814,591.7584172077807
YOLO,2014,214286,0,17.776239186712782,505.00024374998327
YOLO,2015,210526,0,17.298342544327742,202.73354940461766
YOLO,2016,214286,0,16.953219304294706,536.2028867758213
YOLO,2017,210526,0,16.94082469760247,748.113484023863
YOLO,2018,214286,0,16.56906004371883,443.2461791758602
YOLO,2019,216216,12,16.639557701236797,765.2744045541622
YOLO,2020,219512,12,17.339176287441134,166.05717454389927
YOLO,2021,216216,12,16.966417059958356,482.87224524032393
YOLO,2022,225000,12,17.000792009275663,278.4227504525728
YOLO,2023,224138,12,16.126587296431918,632.3960302268102
YUBA,2005,66667,0,16.221716533627426,805.6912557741039
YUBA,2008,71429,0,16.250379788248164,469.9043701654055
YUBA,2011,71429,0,15.396623828954864,599.8902881200377
YUBA,2013,76923,0,16.447721625629224,197.48355880021546
YUBA,2017,78947,0,17.084503493810956,864.2314660489362
YUBA,2018,80000,0,16.627052639660082,618.8742385503045
YUBA,2019,80645,0,16.473741159104463,894.7786595333922
YUBA,2020,83333,0,17.237162753155356,268.4652685412864
YUBA,2021,83333,0,17.026366202454817,601.9685378865727
YUBA,2022,83333,0,17.08019392950493,390.2431194058422
