ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
06,California,CA,06043,Mariposa County,06043,"Mariposa County, California",1448.83886886247,17130,0,9824,35,7597,277,4142,661,482,142,2219,342,1089,276,1228,395,5027,116,2927,0,3216,443,469,162,396,221,3897,191,318,121,1648,292,290,109,393,156,1752,55,24.4,3.9,6.2,1.8,29.2,4.4,8.1,2.1,7.2,2.3,29.3,0.7,17.1,0.0,18.9,2.6,6.2,2.1,2.4,1.3,22.7,1.1,3.3,1.2,16.8,3.0,3.8,1.4,5.2,2.0,10.2,0.3,0.6667,0.4211,0.4737,0.2105,0.6316,2.4036,0.4737,0.9474,0.1228,0.9298,0.6667,0.2632,2.9299,0.7544,0.1228,0.1228,0.1228,0.1754,0.9474,0.2807,0.4737,0.9825,2.8597,0.6667,8.316,0.5439,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,2,4,15272,1173,279,135,87,2223,0,227,83,238,154,62,78,857,207,155,171,15.4,3.6,0.8,0.5,13.0,0.0,1.3,0.5,1.4,0.9,0.4,0.5,5.0,1.2,0.9,1.0
06,California,CA,06045,Mendocino County,06045,"Mendocino County, California",3506.804948344802,91145,0,41380,60,34557,536,22772,1820,3811,622,11532,863,8620,798,8317,957,21197,133,19250,143,16931,1291,2418,434,3818,662,33894,377,1847,370,4113,500,1708,324,2771,424,2437,115,25.4,2.0,9.1,1.5,33.4,2.4,13.2,1.2,9.2,1.1,23.3,0.1,21.1,0.2,18.7,1.4,7.0,1.3,4.4,0.8,37.2,0.4,4.4,0.9,9.9,1.2,4.9,0.9,8.0,1.2,2.7,0.1,0.7193,0.8947,0.9123,0.5614,0.8947,3.9824,0.8772,0.7895,0.4386,0.8947,0.7544,0.4211,3.2983,0.8772,0.3684,0.3684,0.3684,0.2807,0.7544,0.4386,0.9474,0.5965,3.0176,0.7719,10.6667,0.8772,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,88389,4852,603,557,266,24414,0,1906,172,2633,265,86,63,3813,500,485,305,14.0,1.7,0.6,0.3,26.8,0.0,2.1,0.2,2.9,0.3,0.1,0.1,4.2,0.5,0.5,0.3
06,California,CA,06047,Merced County,06047,"Merced County, California",1938.003132479464,282290,0,87895,112,82760,585,82946,4120,13272,984,26314,1385,48122,1716,25206,1870,32222,98,82317,0,35696,1522,7948,826,35832,1767,211136,307,4109,550,5939,600,7161,644,5918,607,5553,106,30.0,1.5,10.7,0.8,31.8,1.7,28.6,1.0,9.0,0.7,11.4,0.1,29.2,0.0,12.8,0.5,9.6,1.0,13.7,0.7,74.8,0.1,4.6,0.6,6.8,0.7,8.6,0.8,7.2,0.7,2.0,0.0,0.8947,0.9649,0.7544,0.9825,0.8421,4.4386,0.9825,0.0351,0.9825,0.5263,0.9825,0.9474,3.4738,0.9474,0.9649,0.9649,0.9649,0.3333,0.5965,0.8246,0.8772,0.4035,3.0351,0.7895,11.9124,0.9825,0,1,0,1,0,2,0,1,0,1,1,3,1,1,0,0,0,0,0,0,6,274994,8906,686,7706,418,174732,0,20194,540,760,205,772,83,6443,782,529,204,10.8,0.8,2.7,0.1,61.9,0.0,7.2,0.2,0.3,0.1,0.3,0.1,2.3,0.3,0.2,0.1
06,California,CA,06049,Modoc County,06049,"Modoc County, California",3948.23184137795,8651,0,4784,18,3403,223,2305,466,264,94,684,167,763,264,737,257,2571,113,1636,26,1472,279,199,87,210,185,2086,65,132,86,553,129,75,48,193,105,565,14,27.2,5.5,7.6,2.8,20.1,4.7,11.7,4.1,8.7,3.0,29.7,1.3,18.9,0.3,17.4,3.3,5.8,2.5,2.6,2.2,24.1,0.8,2.8,1.8,11.6,2.7,2.2,1.4,5.7,3.1,6.5,0.2,0.7895,0.7193,0.0526,0.4912,0.8246,2.8772,0.5789,0.9825,0.2281,0.7719,0.5789,0.2982,2.8596,0.7193,0.1404,0.1404,0.1404,0.1228,0.8421,0.1053,0.6842,0.9123,2.6667,0.5789,8.5439,0.5789,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,7915,706,165,166,29,1325,0,123,234,249,126,0,19,183,144,40,64,20.7,4.5,1.9,0.3,15.3,0.0,1.4,2.7,2.9,1.5,0.0,0.5,2.1,1.7,0.5,0.7
06,California,CA,06051,Mono County,06051,"Mono County, California",3048.902807294826,13219,0,13625,22,5473,393,2047,459,144,106,1212,380,1236,332,1916,443,2075,94,2509,172,1047,251,90,73,502,301,4729,173,2476,411,864,251,257,171,132,78,452,30,15.6,3.5,1.9,1.4,22.1,6.8,12.8,3.4,14.7,3.4,15.7,0.7,19.0,1.3,8.0,1.9,1.6,1.3,4.0,2.4,35.8,1.3,18.1,3.0,6.3,1.8,4.6,3.1,2.4,1.3,3.4,0.2,0.2105,0.0,0.1053,0.5263,1.0,1.8421,0.3333,0.4035,0.2456,0.0,0.0,0.386,1.0351,0.0,0.3333,0.3333,0.3333,0.8596,0.5088,0.4035,0.0175,0.7193,2.5087,0.5088,5.7192,0.1404,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12470,563,265,23,29,3582,0,539,85,152,34,0,21,289,96,144,173,10.3,4.8,0.2,0.2,27.1,0.0,4.1,0.6,1.1,0.3,0.0,0.3,2.2,0.7,1.1,1.3
06,California,CA,06053,Monterey County,06053,"Monterey County, California",3281.716303231094,437609,0,143743,166,130973,703,90393,4242,10504,806,37709,1474,74511,1891,42022,2247,62381,84,113042,0,38882,1589,7286,585,69012,2416,312471,451,16268,968,6317,704,18443,1074,6253,568,17876,472,21.5,1.0,5.3,0.4,28.8,1.1,26.6,0.7,9.9,0.5,14.3,0.1,25.8,0.0,9.2,0.4,5.6,0.4,16.9,0.6,71.4,0.1,11.3,0.7,4.4,0.5,14.0,0.8,4.8,0.4,4.1,0.1,0.4912,0.2105,0.4386,0.9298,0.9298,2.9999,0.6316,0.2632,0.7719,0.0702,0.5263,0.9825,2.6141,0.614,0.8947,0.8947,0.8947,0.7544,0.3509,1.0,0.3684,0.7544,3.2281,0.8772,9.7368,0.807,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,449528,10635,646,8977,582,261954,0,24715,769,647,189,1885,156,13043,932,1250,325,8.1,0.5,2.1,0.1,59.9,0.0,5.6,0.2,0.1,0.1,0.4,0.1,3.0,0.2,0.3,0.1
06,California,CA,06055,Napa County,06055,"Napa County, California",751.97466447648,137384,0,55588,104,49218,530,18937,1939,3733,480,12324,797,15327,811,8264,865,27774,95,27447,50,16544,912,2281,335,9814,873,68140,464,5798,543,3825,420,3180,351,2421,330,4076,252,14.1,1.4,5.2,0.7,25.0,1.6,15.6,0.8,6.1,0.6,20.2,0.1,20.0,0.1,12.2,0.7,4.7,0.7,7.5,0.7,49.6,0.3,10.4,1.0,6.9,0.8,6.5,0.7,4.9,0.7,3.0,0.2,0.1053,0.1754,0.2281,0.6316,0.3333,1.4737,0.2281,0.6667,0.3333,0.386,0.3684,0.614,2.3684,0.4035,0.4912,0.4912,0.4912,0.6842,0.614,0.5789,0.4211,0.6491,2.9473,0.7193,7.2806,0.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149746,3555,384,2405,210,48182,0,10866,453,273,103,411,119,5391,629,612,282,7.2,0.8,1.8,0.2,35.1,0.0,7.9,0.3,0.2,0.1,0.3,0.1,3.9,0.5,0.4,0.2
06,California,CA,06057,Nevada County,06057,"Nevada County, California",957.7597177046,102322,0,53690,61,41415,733,17620,1756,2090,350,13208,980,3889,560,5713,680,29045,117,17355,70,13871,987,1327,288,1155,328,17324,412,2106,412,2712,379,572,164,1687,373,1471,43,17.4,1.7,4.4,0.7,31.9,2.3,4.9,0.7,5.6,0.7,28.4,0.1,17.0,0.1,13.7,1.0,3.2,0.7,1.2,0.3,16.9,0.4,4.0,0.8,5.1,0.7,1.4,0.4,4.1,0.9,1.4,0.0,0.2807,0.0351,0.7719,0.0175,0.2456,1.3508,0.1754,0.9123,0.0877,0.614,0.0702,0.1228,1.807,0.1404,0.0175,0.0175,0.0175,0.2632,0.4386,0.0,0.1754,0.1754,1.0526,0.0702,4.2279,0.0351,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,95099,3916,580,376,100,10202,0,1423,209,317,141,149,100,4640,486,217,113,9.5,1.4,0.4,0.1,10.0,0.0,1.4,0.2,0.3,0.1,0.1,0.1,4.5,0.5,0.2,0.1
06,California,CA,06059,Orange County,06059,"Orange County, California",792.857361234164,3175227,0,1130658,363,1066286,2681,506661,10451,90700,2908,275579,4249,289458,4614,217938,5711,488359,0,680041,0,288217,3805,52544,1978,265062,4743,1954051,1833,225367,3843,29954,1074,93131,2318,49514,1623,50842,626,16.1,0.3,5.4,0.2,25.8,0.4,13.2,0.2,6.9,0.2,15.4,0.0,21.4,0.0,9.1,0.1,4.9,0.2,8.8,100.0,61.5,0.1,20.0,0.3,2.6,0.1,8.8,0.2,4.6,0.2,1.6,0.0,0.2456,0.2632,0.3158,0.5614,0.5789,1.9649,0.3509,0.386,0.5439,0.0526,0.4035,0.7018,2.0878,0.2982,0.6491,0.6491,0.6491,0.8772,0.1404,0.8421,0.2807,0.2281,2.3685,0.4211,7.0703,0.3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474418,66696,2057,48898,1492,1077367,0,682736,3451,3771,511,8655,608,121149,4150,11475,1386,6.3,0.2,1.5,0.1,33.9,0.0,21.5,0.1,0.1,0.1,0.3,0.1,3.8,0.1,0.4,0.1
06,California,CA,06061,Placer County,06061,"Placer County, California",1407.085755339046,406608,0,173090,130,152537,841,44356,2722,8466,717,35956,1551,14496,1115,13509,1154,81151,85,89190,0,45393,1593,6836,683,6748,731,126648,1002,13343,888,4792,495,3215,408,5740,637,5163,129,11.0,0.7,4.3,0.4,23.6,1.0,5.1,0.4,3.3,0.3,20.0,0.1,21.9,0.0,11.2,0.4,4.5,0.4,1.7,0.2,31.1,0.2,7.7,0.5,2.8,0.3,2.1,0.3,3.8,0.4,1.3,0.0,0.0351,0.0175,0.1754,0.0351,0.0,0.2631,0.0,0.6491,0.5789,0.2281,0.2807,0.193,1.9298,0.2281,0.2456,0.2456,0.2456,0.5263,0.1754,0.0526,0.1053,0.1404,1.0,0.0175,3.4385,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421650,10857,866,6389,629,60469,0,35057,942,903,223,568,105,21522,1380,1740,575,7.1,0.6,1.6,0.2,14.9,0.0,8.6,0.2,0.2,0.1,0.1,0.1,5.3,0.3,0.4,0.1
06,California,CA,06063,Plumas County,06063,"Plumas County, California",2553.061162870744,19650,0,15436,27,8104,289,3476,628,667,203,1925,294,899,249,965,342,5814,120,3412,0,3546,425,249,117,112,117,3528,100,340,146,1546,310,218,89,361,163,430,15,18.0,3.2,8.0,2.4,23.8,3.5,5.9,1.6,5.0,1.8,29.6,0.6,17.4,0.0,18.2,2.2,3.0,1.4,0.6,0.6,18.0,0.5,2.2,0.9,10.0,2.0,2.7,1.1,4.5,1.9,2.2,0.1,0.3509,0.7895,0.193,0.0702,0.193,1.5966,0.2807,0.9649,0.1579,0.8772,0.0526,0.0,2.0526,0.2632,0.0351,0.0351,0.0351,0.0702,0.7895,0.1754,0.2456,0.5088,1.7895,0.1228,5.4738,0.1228,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20020,1246,303,225,141,1959,0,110,89,203,114,40,60,977,174,14,22,15.4,3.6,1.1,0.7,10.0,0.0,0.6,0.5,1.0,0.6,0.2,0.3,5.0,0.9,0.1,0.1
06,California,CA,06065,Riverside County,06065,"Riverside County, California",7209.23715958189,2429487,0,851646,261,749976,2293,471059,10621,77625,2771,226640,3927,269031,4576,193874,5150,359162,0,597531,0,279746,4718,46621,1802,170207,4165,1641404,1696,66012,2078,73733,2012,55498,2097,30337,1286,38475,466,19.7,0.4,6.7,0.2,30.2,0.5,16.9,0.3,8.1,0.2,14.8,0.0,24.6,0.0,11.6,0.2,6.3,0.2,7.5,100.0,67.6,0.1,7.7,0.2,8.7,0.2,7.4,0.3,4.0,0.2,1.6,0.0,0.4035,0.5439,0.5789,0.6842,0.7719,2.9824,0.614,0.3333,0.7193,0.3158,0.7018,0.614,2.6842,0.6667,0.7544,0.7544,0.7544,0.5263,0.7368,0.7193,0.1579,0.2281,2.3684,0.4035,8.7894,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201000,61242,2169,148072,2029,1233277,0,161597,1804,7457,699,6771,631,75626,3018,8604,1396,8.2,0.3,6.1,0.1,50.8,0.0,6.7,0.1,0.3,0.1,0.3,0.1,3.1,0.1,0.4,0.1
06,California,CA,06067,Sacramento County,06067,"Sacramento County, California",965.279327514816,1579211,0,588894,528,563856,1293,326606,8898,50165,2123,173550,3642,125208,3464,80933,3139,230399,0,365288,0,192518,3857,38583,1670,92721,2855,912521,1274,77566,2027,13540,811,32335,1449,34973,1470,25735,540,20.9,0.6,6.3,0.3,30.8,0.6,11.6,0.3,5.2,0.2,14.6,0.0,23.1,0.0,12.3,0.2,6.9,0.3,6.3,100.0,57.8,0.1,13.2,0.3,2.3,0.1,5.7,0.3,6.2,0.3,1.6,0.0,0.4561,0.4737,0.6667,0.4737,0.2105,2.2807,0.4211,0.2807,0.6842,0.4211,0.7368,0.5263,2.6491,0.6491,0.614,0.614,0.614,0.807,0.1228,0.5263,0.7544,0.2281,2.4386,0.4737,7.9824,0.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630416,40559,1495,145484,2605,378350,0,267722,2373,4428,516,17204,633,91897,3473,7436,1108,7.2,0.3,9.2,0.2,24.0,0.0,17.0,0.2,0.3,0.1,1.1,0.1,5.8,0.2,0.5,0.1
06,California,CA,06069,San Benito County,06069,"San Benito County, California",1388.65101110067,64753,0,20485,48,19852,157,9242,1525,2127,454,4432,464,6899,682,4024,592,8524,67,16474,37,6899,623,1324,251,5503,648,44677,260,490,152,740,169,1381,300,631,192,358,22,14.4,2.4,6.2,1.3,22.3,2.3,16.3,1.6,6.2,0.9,13.2,0.1,25.4,0.1,10.7,1.0,6.6,1.3,9.1,1.1,69.0,0.4,2.4,0.7,3.6,0.8,7.0,1.5,3.2,1.0,0.6,0.0,0.1404,0.4211,0.1228,0.6491,0.4035,1.7369,0.3158,0.1579,0.7368,0.1754,0.7193,0.7368,2.5262,0.5614,0.807,0.807,0.807,0.1053,0.2456,0.6842,0.0526,0.0,1.0877,0.0877,6.1578,0.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50218,1361,248,541,92,39768,0,1888,256,201,105,109,59,2125,373,45,44,6.9,1.3,0.8,0.1,61.4,0.0,2.9,0.4,0.3,0.2,0.2,0.1,3.3,0.6,0.1,0.1
06,California,CA,06071,San Bernardino County,06071,"San Bernardino County, California",20068.157665243383,2180563,0,733104,420,659928,1852,501642,11266,73890,2714,213399,4004,258388,4189,183955,5570,259927,0,564737,0,243952,4869,50580,1797,153635,3658,1616784,1508,76647,2272,41493,1440,59941,1872,29933,1429,42848,785,23.5,0.5,7.2,0.3,32.3,0.6,18.6,0.3,8.6,0.3,11.9,0.0,25.9,0.0,11.4,0.2,7.7,0.3,7.5,100.0,74.1,0.1,10.5,0.3,5.7,0.2,9.1,0.3,4.5,0.2,2.0,0.0,0.5965,0.5965,0.807,0.7368,0.807,3.5438,0.807,0.0702,0.7895,0.2807,0.8421,0.614,2.5965,0.5965,0.9474,0.9474,0.9474,0.7193,0.4737,0.8596,0.2456,0.4035,2.7017,0.5965,9.7894,0.8246,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2126853,61385,1992,163402,2457,1200147,0,163835,2134,6234,682,6445,527,68421,3245,8300,1375,9.3,0.3,7.5,0.1,55.0,0.0,7.5,0.1,0.3,0.1,0.3,0.1,3.1,0.1,0.4,0.1
06,California,CA,06073,San Diego County,06073,"San Diego County, California",4210.264493040512,3289701,0,1230349,579,1149157,2527,561304,11524,106617,3612,337243,4988,254837,4659,231067,6139,481993,0,697372,0,331418,4312,61885,1854,187078,4219,1856103,2033,274676,3850,42373,1671,78764,2362,62302,2124,99654,1154,17.5,0.4,6.3,0.2,29.3,0.4,11.3,0.2,7.3,0.2,14.7,0.0,21.2,0.0,10.4,0.1,5.4,0.2,6.0,100.0,56.4,0.1,22.3,0.3,3.4,0.1,6.8,0.2,5.4,0.2,3.0,0.0,0.2982,0.4737,0.4912,0.4386,0.6667,2.3684,0.4386,0.3158,0.4912,0.1228,0.4912,0.5088,1.9298,0.2281,0.5439,0.5439,0.5439,0.9298,0.2281,0.6491,0.5439,0.6491,3.0,0.7368,7.8421,0.4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3445212,71504,2248,149105,2332,1134647,0,387969,2967,9338,613,12385,892,148992,4406,13667,1691,6.2,0.2,4.5,0.1,34.5,0.0,11.8,0.1,0.3,0.1,0.4,0.1,4.5,0.1,0.4,0.1
06,California,CA,06075,San Francisco County,06075,"San Francisco County, California",46.736020838376,851036,0,408198,298,360842,2015,135610,4510,28177,1539,76132,2315,76277,2413,30406,2239,142119,86,115402,0,91697,2313,10560,908,88324,2816,525136,1038,160199,2853,414,131,24049,1296,107954,2525,23369,488,16.2,0.5,5.4,0.3,21.1,0.6,11.2,0.4,3.6,0.3,16.7,0.1,13.6,0.0,10.8,0.3,2.9,0.3,10.8,0.3,61.7,0.1,39.2,0.7,0.1,0.1,6.7,0.4,29.9,0.7,2.7,0.1,0.2632,0.2632,0.0877,0.4211,0.0175,1.0527,0.1228,0.5088,0.0,0.193,0.0351,0.8772,1.6141,0.0526,0.6842,0.6842,0.6842,1.0,0.0,0.6316,1.0,0.5965,3.2281,0.8772,6.5791,0.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1081922,29983,1354,41934,1087,131517,0,294027,1877,1758,316,3010,329,46931,2303,5959,1205,8.3,0.4,4.9,0.1,15.5,0.0,34.5,0.2,0.2,0.1,0.4,0.1,5.5,0.3,0.7,0.1
06,California,CA,06077,San Joaquin County,06077,"San Joaquin County, California",1392.237029565068,779445,0,252327,145,237423,1003,166596,4613,26331,1652,69616,1921,98025,2790,49738,2415,101414,114,207464,0,93701,2372,18469,1080,67320,2666,555868,708,21738,1237,8253,730,20266,1218,12376,830,17746,361,21.8,0.6,7.2,0.5,29.3,0.8,19.8,0.6,6.5,0.3,13.0,0.1,26.6,0.0,12.2,0.3,7.7,0.5,9.3,100.0,71.3,0.1,8.6,0.5,3.3,0.3,8.5,0.5,5.2,0.3,2.3,0.0,0.5263,0.5965,0.4912,0.807,0.4561,2.8771,0.5614,0.1228,0.8246,0.386,0.8421,0.7719,2.9474,0.7719,0.8772,0.8772,0.8772,0.5789,0.2105,0.807,0.4737,0.5263,2.5964,0.5614,9.2981,0.7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767676,24085,1200,52568,1215,331382,0,130109,1917,1931,400,4310,399,32828,2455,2740,786,10.1,0.5,6.7,0.2,42.5,0.0,16.7,0.2,0.2,0.1,0.6,0.1,4.2,0.3,0.4,0.1
06,California,CA,06079,San Luis Obispo County,06079,"San Luis Obispo County, California",3300.847970845918,281712,0,123968,114,108099,885,48761,2361,6905,761,31425,1419,15066,1029,16279,1450,59439,131,49037,0,36013,1200,4070,553,8090,936,93376,734,7300,666,9314,667,3900,498,4084,511,14606,188,18.2,0.9,5.0,0.5,29.1,1.3,7.9,0.5,5.9,0.5,21.1,0.1,17.4,0.0,13.0,0.4,3.8,0.5,3.0,0.3,33.1,0.3,5.9,0.5,7.5,0.5,3.6,0.5,3.8,0.5,5.2,0.1,0.3684,0.1579,0.4561,0.193,0.2982,1.4736,0.2105,0.7018,0.1579,0.5614,0.1404,0.3333,1.8948,0.193,0.2807,0.2807,0.2807,0.4211,0.6667,0.2632,0.1053,0.8772,2.3335,0.3509,5.9826,0.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284312,9142,1054,3349,389,65946,0,9571,628,669,174,401,113,12158,1012,1282,411,8.5,1.0,1.2,0.1,23.4,0.0,3.4,0.2,0.2,0.1,0.1,0.1,4.3,0.4,0.5,0.1
06,California,CA,06081,San Mateo County,06081,"San Mateo County, California",448.605331919206,754250,0,284211,211,264323,1022,77460,3482,19184,1196,50757,1840,51598,1844,28253,1960,127520,0,150187,0,65466,1832,9372,848,46949,2046,475035,963,62701,1888,3111,363,19366,1221,14752,953,12030,146,10.3,0.5,4.5,0.3,19.2,0.7,9.4,0.3,3.8,0.3,16.9,0.0,19.9,0.0,8.7,0.2,3.5,0.3,6.6,0.3,63.0,0.1,22.1,0.7,1.1,0.1,7.3,0.5,5.6,0.4,1.6,0.0,0.0,0.0702,0.0351,0.2632,0.0526,0.4211,0.0175,0.5263,0.3158,0.0351,0.1228,0.5789,1.5789,0.0175,0.7018,0.7018,0.7018,0.9123,0.0175,0.7018,0.6316,0.2281,2.4913,0.4912,5.1931,0.0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,758154,14371,816,16015,696,180393,0,228200,1542,976,249,8827,570,34746,1929,5878,1183,5.4,0.3,2.1,0.1,23.9,0.0,30.3,0.2,0.1,0.1,1.2,0.1,4.6,0.3,0.8,0.2
06,California,CA,06083,Santa Barbara County,06083,"Santa Barbara County, California",2733.933544396764,445213,0,158807,147,148032,766,95923,3869,13414,1190,43329,1687,49700,1484,42117,2087,70948,56,98581,0,47547,1410,7732,815,42843,1966,255584,549,22575,1185,7212,591,15215,928,9256,765,21595,359,22.6,0.9,6.0,0.5,29.3,1.1,17.9,0.5,9.6,0.5,15.9,0.1,22.1,0.0,10.9,0.3,5.2,0.5,10.2,0.5,57.4,0.1,14.2,0.7,4.5,0.4,10.3,0.6,6.3,0.5,4.9,0.1,0.5439,0.386,0.4912,0.7193,0.9123,3.0527,0.6667,0.4386,0.614,0.2105,0.4737,0.8246,2.5614,0.5789,0.5965,0.5965,0.5965,0.8246,0.4035,0.9298,0.7895,0.8421,3.7895,1.0,10.0001,0.8421,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,484380,12089,777,7763,475,207576,0,23531,606,1380,245,389,119,13316,953,1629,439,8.2,0.5,1.7,0.1,46.6,0.0,5.3,0.1,0.3,0.1,0.1,0.1,3.0,0.2,0.4,0.1
06,California,CA,06085,Santa Clara County,06085,"Santa Clara County, California",1291.083668135746,1916831,0,688287,307,650352,1811,206855,5584,46592,1659,118739,2612,143756,2987,75855,3134,269943,0,405816,0,163504,3122,26990,1310,157502,3859,1357720,1107,159582,2658,19451,945,50685,1657,37467,1464,39059,387,11.0,0.3,4.4,0.2,18.3,0.4,10.7,0.2,4.0,0.2,14.1,0.0,21.2,0.0,8.6,0.2,4.1,0.2,8.7,0.2,70.8,0.1,23.2,0.4,2.8,0.1,7.8,0.3,5.8,0.2,2.0,0.0,0.0351,0.0351,0.0175,0.3509,0.0702,0.5088,0.0351,0.2105,0.4912,0.0175,0.193,0.6842,1.5964,0.0351,0.8596,0.8596,0.8596,0.9649,0.1754,0.7719,0.7018,0.4035,3.0175,0.7544,5.9823,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2078044,34056,1358,43576,1194,476352,0,742635,2557,2973,462,6496,666,77773,3024,7915,962,5.2,0.2,2.3,0.1,24.9,0.0,38.7,0.1,0.2,0.1,0.3,0.1,4.1,0.2,0.4,0.1
06,California,CA,06087,Santa Cruz County,06087,"Santa Cruz County, California",445.105369412976,268571,0,106433,131,96487,790,46138,2896,8465,922,24296,1327,20341,1206,14496,1375,47668,140,50320,47,31335,1531,4270,542,16050,1232,118885,474,8814,838,6744,612,6557,656,5040,529,13816,264,17.9,1.1,5.9,0.6,25.2,1.4,11.3,0.7,5.4,0.5,17.7,0.1,18.7,0.1,11.7,0.6,4.4,0.6,6.3,0.5,44.3,0.2,8.3,0.8,6.3,0.6,6.8,0.7,5.2,0.5,5.1,0.1,0.3158,0.3509,0.2632,0.4386,0.2281,1.5966,0.2807,0.5614,0.193,0.3333,0.2281,0.5263,1.8421,0.1579,0.4561,0.4561,0.4561,0.5614,0.5088,0.6491,0.4737,0.8596,3.0526,0.807,6.9474,0.3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263765,7065,707,2193,293,91923,0,12536,545,182,72,452,108,10275,776,1324,338,7.3,0.7,0.8,0.1,34.2,0.0,4.7,0.2,0.1,0.1,0.2,0.1,3.8,0.3,0.5,0.1
